lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,modis_aod_047,viirs_ntl
-6.32863117662203,106.81417885823171,0.0350112169068647,9.40448480833628e-05,0.1167492972115729,5.926038509396803e-05,395.4,30.38830541527789
-6.32863117662203,106.82316201107292,0.0350013473926324,9.630460165978526e-05,0.1167612794095861,7.018614393435423e-05,378.8333333333333,31.86499757033128
-6.32863117662203,106.83214516391408,0.0349947822737253,0.00010127104664184982,0.1167721321956397,3.820159751443017e-05,384.83333333333337,32.37854241633761
-6.32863117662203,106.84112831675527,0.0349978210214782,9.685389146336203e-05,0.1167630128268039,2.450598655251974e-05,382.85,29.86675192604602
-6.32863117662203,106.85011146959648,0.0350300774299017,0.0001012586259890103,0.1167630309929568,3.877957685998672e-05,382.0,30.120909773785137
-6.32863117662203,106.85909462243768,0.0350300774299017,0.0001012586259890103,0.1167630309929568,3.877957685998672e-05,387.125,31.74270392381228
-6.32863117662203,106.86807777527888,0.034834012820204,0.00010142651366801538,0.1167619791400029,4.0741380003606125e-05,404.5,30.69999468768085
-6.32863117662203,106.87706092812007,0.0349967053376294,0.00010115980214401332,0.1167625891864683,4.016816092183779e-05,396.0,30.67027689860417
-6.32863117662203,106.88604408096128,0.0350183659993232,9.619344703679664e-05,0.1167424599041697,7.573432346876855e-05,395.8571428571428,31.65961884163521
-6.32863117662203,106.89502723380248,0.0347755740458708,9.46549300159605e-05,0.1167601302844504,8.451094618062071e-05,396.6666666666667,27.223124137291546
-6.32863117662203,106.90401038664366,0.0347728902498789,9.632209812169152e-05,0.1167726704064309,0.000100146843004206,403.75,26.06043281555176
-6.32863117662203,106.91299353948486,0.034337406329202,9.65408701806086e-05,0.1167779248662552,9.991825748962618e-05,404.8,21.419385544459026
-6.319648023780834,106.81417885823171,0.0348405345660539,9.67719366639103e-05,0.1167550431569209,5.160853655112928e-05,394.5,31.398394474616417
-6.319648023780834,106.82316201107292,0.0349153786311052,9.8607147530129e-05,0.1167678099988022,4.733144761966979e-05,405.6666666666667,29.882525228684948
-6.319648023780834,106.83214516391408,0.0349897012287055,0.00010145725517351557,0.1167710735371583,3.9294887996506114e-05,395.8571428571428,29.40513845590445
-6.319648023780834,106.84112831675527,0.0352920834263533,0.00010097236170123474,0.1167591024673437,3.9293017709498816e-05,387.8,30.356758552022495
